1512116133292,449,HTTP Request,200,OK,Thread Group 1-1,text,true,3898,357
1512116133762,9,HTTP Request,200,OK,Thread Group 1-1,text,true,3898,4
1512116133791,13,HTTP Request,200,OK,Thread Group 1-1,text,true,3898,6
1512116133817,34,HTTP Request,200,OK,Thread Group 1-1,text,true,3898,12
1512116133865,30,HTTP Request,200,OK,Thread Group 1-1,text,true,3898,16
1512116133905,13,HTTP Request,200,OK,Thread Group 1-1,text,true,3898,6
1512116133923,12,HTTP Request,200,OK,Thread Group 1-1,text,true,3898,5
1512116133944,23,HTTP Request,200,OK,Thread Group 1-1,text,true,3898,6
1512116133972,14,HTTP Request,200,OK,Thread Group 1-1,text,true,3898,4
1512116133991,14,HTTP Request,200,OK,Thread Group 1-1,text,true,3898,4
